fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Dec,16,KERALA,1605,MALAPPURAM,3330324,344.482637465235,54,213,3061.147894621,17848,0,18794,4153632,1426231,61128,189816,5631,906.00858,18275.697538821,76141,85441,147923,236430,6126,415830,598924,36642,14308.5410642,3565515,66,56.08,18.04,100.07,NA
2024-2025,Dec,16,KERALA,1606,PALAKKAD,4643543,351.596805187302,35,189,3439.064117492,16700,0,34234,4843057,1468253,85165,654826,21193,982.43221,21449.530012892,137785,151744,212751,304214,2853,409447,553544,50934,17028.0336854,4284684,63,37.72,35.6,100.05,NA
2024-2025,Dec,16,KERALA,1607,THRISSUR,2978188,338.549007234055,40,209,3167.902930703,15744,0,14276,3103239,978339,50914,59060,2500,921.27307,14595.160827303,76004,80892,157327,205817,3064,350898,428583,30020,10505.9848266,2797502,50,64.04,10.29,100,NA
2024-2025,Dec,16,KERALA,1608,ERNAKULAM,2851894,339.02739104876,48,119,2836.938789122,16803,0,13747,2857861,574445,32932,59941,2868,857.17357,13383.043947222,59133,63634,110469,168350,2379,271766,382171,30550,9688.9315881,2556767,52,49.27,31.32,100.01,NA
2024-2025,Dec,16,KERALA,1602,KANNUR,3502371,343.802751420182,46,126,3668.664582721,10135,0,15752,3670479,152804,8779,324712,13762,797.35927,17085.231645021,79334,85250,131181,193231,2120,264696,365242,25887,12619.2077923,3433647,47,59.11,26.01,100.2,NA
2024-2025,Dec,16,KERALA,1614,THIRUVANANTHAPURAM,7498642,342.571651576868,50,173,5013.794650523,19711,0,22456,7849674,1358608,59428,262981,8057,1018.68798,32923.240495723,156413,169500,231608,349893,3471,394799,562231,42167,26890.7578652,6980460,52,66.12,23.26,99.99,NA
2024-2025,Dec,16,KERALA,1604,KOZHIKODE,6197422,341.928264071877,45,189,5622.24813197201,12791,0,19334,5691405,680969,38683,95507,4078,973.66928,26056.439729772,124872,135966,198783,314418,1284,356631,528499,32125,19460.5223178,5197230,38,68.62,18.28,99.99,NA
2024-2025,Dec,16,KERALA,1611,ALAPPUZHA,6182922,344.501888621504,40,354,3971.235584548,16271,0,19385,5300718,828952,44974,34068,1147,655.81444,22888.123645048,131043,141884,179518,283423,790,264544,394740,35656,18261.0736205,4895375,35,74.18,8.29,99.99,NA
2024-2025,Nov,16,KERALA,1605,MALAPPURAM,3151274,343.886287628959,50,210,2978.364289631,15236,0,18789,3758641,1294975,60971,169204,5608,900.38006,16804.195349831,74238,83103,147127,235158,3269,415237,598289,34025,12925.4510002,3224015,66,53.97,19.51,99.98,NA
2024-2025,Nov,16,KERALA,1609,IDUKKI,3233339,341.933368534726,39,86,2292.671788781,10012,0,11096,3234569,340700,28808,523422,24850,700.30316,14053.045688061,82257,105150,134273,243197,1608,213214,365443,21108,11060.07073928,2400995,28,58.83,20.19,100.05,NA
2024-2025,Nov,16,KERALA,1612,PATHANAMTHITTA,1876224,338.87780864266,39,98,1282.196351929,5171,0,8081,1623528,454261,35131,35408,2171,482.30362,7266.276081029,41531,45778,67481,116979,314,162986,253878,13252,5501.7761091,1445476,43,61.43,21.83,99.97,NA
2024-2025,Dec,16,KERALA,1607,THRISSUR,2978188,342.18126704489,37,207,3100.261560211,14610,0,13941,2780012,877539,50808,52967,2487,913.96759,13526.909435811,73718,78319,156422,204567,1631,350501,427922,28551,9512.6802856,2504872,50,62.37,11.05,99.96,NA
2024-2025,Dec,16,KERALA,1601,KASARGOD,2726462,348.002158531628,45,95,2899.490845262,12288,0,11949,2903080,174592,9976,562125,24722,534.61103,13536.882939162,64392,72127,107608,165350,2237,170964,246079,24237,10102.7810639,2613415,50,50.38,35.96,99.99,NA
2024-2025,Dec,16,KERALA,1602,KANNUR,3502371,343.297368642482,46,126,3668.664582721,10115,0,15729,3641417,151489,8776,322248,13755,797.35927,16966.912595021,79149,85056,131107,193118,2055,264667,365195,25844,12500.8887423,3406103,47,58.92,26.12,100.19,NA
2024-2025,Dec,16,KERALA,1614,THIRUVANANTHAPURAM,7498642,342.033008134937,52,173,5013.794650523,20781,0,22240,8267794,1430499,59475,277847,8064,1026.43492,34318.8140951229,157276,170535,231830,350266,4642,395067,562659,43021,28278.5845245999,7356812,52,66.86,22.64,99.99,NA
2024-2025,Dec,16,KERALA,1603,WAYANAD,2502196,346.42350255705,59,80,2698.25571616801,6505,0,8103,3305762,140312,6971,1524204,48555,459.22761,14609.419832768,55420,64138,86561,148992,7326,157154,258796,14608,11451.9365066,2860344,41,52.57,16.31,100.09,NA
2024-2025,Dec,16,KERALA,1608,ERNAKULAM,2851894,339.412631995881,45,117,2830.255900699,16120,0,13650,2668606,534664,32895,56273,2868,752.70165,12640.543412899,58487,62868,110274,168079,1574,271655,382029,29770,9057.5858622,2385915,52,47.28,32.67,100,NA
2024-2025,Aug,16,KERALA,1606,PALAKKAD,2746181,367.730448439949,14,145,737.734727016999,6403,0,34302,1536616,490133,83669,186105,20749,375.86994,6764.209574617,102561,111181,205337,293377,12,406813,548879,40705,5650.6049076,1362055,64,27.72,36.89,99.94,NA
2024-2025,Aug,16,KERALA,1610,KOTTAYAM,1418250,337.542788826113,21,23,680.718636691,4599,0,11588,798612,113223,19954,29692,4561,195.03895,3571.414803391,37264,39505,87925,132839,15,207330,289904,16187,2695.6572167,737671,57,24.25,49.63,99.96,NA
2024-2025,Aug,16,KERALA,1613,KOLLAM,3304748,343.626540536901,20,247,679.414830342,5423,0,22713,2212959,450961,61069,43991,2372,329.18725,8612.916535542,107970,116184,204477,321554,43,399629,581823,28136,7604.3144552,1909079,45,46.26,36.2,99.98,NA
2024-2025,Aug,16,KERALA,1614,THIRUVANANTHAPURAM,4434681,340.032953134575,19,131,2011.73456816,8265,0,24836,2627310,457798,58717,107509,7957,920.3257,11865.78004916,131459,140581,228414,344457,21,391261,556225,33101,8933.719781,2319145,55,44.48,40.89,99.97,NA
2024-2025,Aug,16,KERALA,1603,WAYANAD,1479793,360.756595883079,31,70,228.964770327,2012,0,9386,1483536,65332,6872,674708,47540,411.83953,5992.758272627,46539,52672,84855,145940,105,156392,257286,11398,5351.9539723,1284637,43,30.05,17.48,100,NA
2024-2025,Aug,16,KERALA,1605,MALAPPURAM,1969547,345.546767402205,25,182,445.389814896,7470,0,20420,1502482,517363,60570,69369,5488,764.02502,6401.192816696,58664,64460,142254,228939,37,419254,608715,27890,5191.7779818,1278584,67,33.32,28.16,99.99,NA
2024-2025,Aug,16,KERALA,1607,THRISSUR,1761292,341.350892386073,20,180,866.588394114,7031,0,15757,1169830,380299,50102,26665,2469,362.93888,5222.752418514,57289,60209,151390,197774,31,349992,426180,22788,3993.2251444,1053750,50,41.44,18.18,99.99,NA
2024-2025,Aug,16,KERALA,1609,IDUKKI,2020837,343.783349592313,22,64,296.168702877,3575,0,12790,1402302,120772,28474,231702,24594,268.22011,5385.269599877,63517,78845,132330,240574,49,214960,369241,16365,4820.880787,1058289,31,48.88,23.9,99.99,NA
2024-2025,Aug,16,KERALA,1611,ALAPPUZHA,3656562,352.6506697144,17,292,1185.364290413,8380,0,20540,1770277,290519,44537,13163,1129,268.00551,7696.263496713,102720,109598,177562,280679,11,265003,395122,28920,6242.8936963,1626924,36,63.44,8.48,99.98,NA
2024-2025,Sep,16,KERALA,1608,ERNAKULAM,2023925,337.916911683388,24,92,982.705759107,9215,0,15049,1242405,245186,32618,27250,2877,713.67632,5894.678685707,50810,54004,108583,165968,19,271296,382624,24264,4198.2966066,1104428,54,31.7,39.21,99.98,NA
2024-2025,Sep,16,KERALA,1610,KOTTAYAM,1701899,336.001149932594,25,24,789.645962998,5305,0,11871,1110439,157129,20030,40658,4571,538.22924,5058.963012298,42789,45424,88337,133483,50,207616,290202,17176,3731.0878093,1027806,56,29.18,47.25,99.98,NA
2024-2025,Sep,16,KERALA,1611,ALAPPUZHA,4387881,346.730924512703,22,323,1660.791291139,9610,0,20994,2578818,417036,44635,17828,1130,634.86069,11237.211474039,116118,124394,178117,281010,39,263686,393060,30604,8941.5594929,2374780,35,67.52,8.99,99.98,NA
2024-2025,Aug,16,KERALA,1602,KANNUR,2071296,344.570742319291,22,93,859.594006227,4474,0,16892,1424185,65524,8661,122151,13599,734.50854,6501.427372727,64339,68233,127026,187374,27,263196,363753,21366,4907.3248265,1330984,51,44.18,32.58,100,NA
2024-2025,Aug,16,KERALA,1607,THRISSUR,1761292,342.706951448791,20,181,866.588394114,7145,0,15897,1211113,392713,50134,27375,2470,362.93888,5380.095715014,58013,61015,151592,198052,31,349957,426169,23042,4150.5684409,1090581,50,42.34,18,100,NA
2024-2025,Aug,16,KERALA,1612,PATHANAMTHITTA,1172639,342.145727111115,18,80,408.461839665,2293,0,8666,617079,169521,34847,15144,2138,185.89335,2705.664621065,34083,37043,66661,115548,6,162270,252663,10959,2111.3094314,548719,47,45.95,31.92,99.98,NA
2024-2025,Aug,16,KERALA,1613,KOLLAM,3304748,342.744501208859,22,249,679.414830342,5507,0,22966,2421705,496370,61130,46512,2372,332.37693,9312.052483342,109394,117827,204679,321893,53,399825,582121,28473,8300.260723,2088531,44,47.7,35.7,100,NA
2024-2025,Aug,16,KERALA,1602,KANNUR,2071296,342.400588810691,21,91,859.594006227,4466,0,16838,1390345,64368,8656,118634,13605,734.50854,6354.652012727,63805,67642,126971,187337,24,263326,364005,21304,4760.5494665,1299778,51,44.1,32.49,100,NA
2024-2025,Aug,16,KERALA,1609,IDUKKI,2020837,347.318382774162,22,64,305.152202877,3596,0,12913,1439094,123765,28473,234896,24597,559.96777,5863.357980277,64353,79998,132377,240479,54,214226,367704,16509,4998.2380074,1085663,30,48.33,23.33,99.99,NA
2024-2025,July,16,KERALA,1603,WAYANAD,1130025,363.768325588339,30,69,14.224568327,1985,0,9133,1393373,61485,6864,634547,47483,180.29419,5263.168389627,45825,51741,84750,145788,86,156378,257258,11118,5068.6496313,1206599,43,29.12,17.49,100.01,NA
2024-2025,July,16,KERALA,1607,THRISSUR,1344988,340.943143315848,19,177,866.588394114,6934,0,15566,1081304,353343,50069,24224,2472,356.16244,4909.382680514,55670,58457,151131,197465,23,349986,426155,22500,3686.6318464,975013,50,39.26,18.66,99.99,NA
2024-2025,July,16,KERALA,1609,IDUKKI,1543185,339.142487378676,21,59,173.224442877,3529,0,12612,1286117,109812,28496,216901,24627,263.04781,4798.041437277,60576,74926,132245,240666,38,215664,370719,16141,4361.7691844,968817,31,48.45,24.57,99.95,NA
2024-2025,July,16,KERALA,1610,KOTTAYAM,1083027,338.35793761286,20,23,526.200981067,4468,0,11467,744288,105996,19941,27364,4555,191.67719,3236.235697767,36354,38510,87854,132712,11,207251,289766,15935,2518.3575267,687330,57,23.52,49.39,99.99,NA
2024-2025,Aug,16,KERALA,1601,KASARGOD,1612426,343.712422580623,21,73,946.695048991,7121,0,13232,1037757,64884,9757,198063,24052,484.92877,4998.523544191,48372,53098,104715,160752,13,169272,243214,20353,3566.8997252,929033,53,41.63,37.74,99.95,NA
2024-2025,Aug,16,KERALA,1603,WAYANAD,1479793,361.019529764076,31,70,219.722250327,1996,0,9239,1433557,62894,6864,651888,47512,180.29419,5575.437180627,46149,52149,84803,145864,90,156389,257279,11235,5175.4207403,1241693,43,29.48,17.36,100,NA
2024-2025,Aug,16,KERALA,1606,PALAKKAD,2746181,368.785304019154,14,142,737.734727016999,6381,0,34026,1478147,472896,83636,178914,20746,372.69998,6561.623614817,101077,109482,205116,293100,11,406835,548963,40407,5451.1889078,1310355,65,27.17,36.96,99.97,NA
2024-2025,Aug,16,KERALA,1612,PATHANAMTHITTA,1172639,334.31027803991,16,75,408.461839665,2262,0,8481,551036,151120,34802,14089,2137,185.89335,2436.525173365,32665,35408,66570,115379,5,162221,252612,10743,1842.1699837,490100,47,43.64,33.02,99.96,NA
2024-2025,Aug,16,KERALA,1601,KASARGOD,1612426,347.445258567786,22,74,946.695048991,7172,0,13351,1111314,68343,9766,216067,24073,488.91307,5296.815919791,49281,54178,104861,160947,14,169281,243205,20523,3861.2078008,994141,53,41.36,37.99,99.98,NA
2024-2025,Aug,16,KERALA,1602,KANNUR,2071296,343.127037357317,21,90,859.594006227,4465,0,16789,1371485,63745,8656,117539,13603,734.50854,6300.038394527,63278,67059,126963,187321,23,263300,363992,21254,4705.9358483,1282553,51,44.03,32.43,99.99,NA
2024-2025,Aug,16,KERALA,1609,IDUKKI,2020837,345.073513985817,22,64,305.152202877,3595,0,12855,1420296,121719,28471,232504,24598,559.96777,5766.185289077,63813,79278,132376,240600,51,214502,368368,16450,4901.0653162,1071772,30,48.34,23.37,99.98,NA
2024-2025,Aug,16,KERALA,1611,ALAPPUZHA,3656562,352.476164423984,17,293,1185.364290413,8390,0,20666,1806245,295695,44552,13450,1129,268.00551,7819.952896513,103477,110428,177613,280747,13,265001,395127,29056,6366.5830961,1659999,36,63.66,8.46,99.98,NA
2024-2025,July,16,KERALA,1606,PALAKKAD,2097084,373.357888129803,11,119,733.390727016999,6030,0,32599,1025063,333521,83362,114125,20680,369.28528,4929.829575817,86875,93700,204084,291540,4,406436,548187,38629,3827.1535688,910709,65,23.1,37.16,99.96,NA
2024-2025,July,16,KERALA,1607,THRISSUR,1344988,338.463954552372,17,166,856.946072212,6615,0,14927,841056,281289,49972,19880,2473,348.1114,4051.728869812,49448,51798,150426,196565,18,350321,426535,21542,2846.6713976,758988,50,33.7,19.5,100.01,NA
2024-2025,July,16,KERALA,1609,IDUKKI,1543185,344.556297031318,17,49,173.224442877,3237,0,12347,894909,73284,28681,149357,24615,252.02093,3508.710685077,51516,63177,131971,241005,6,218560,376914,15584,3083.4653122,674805,31,44.32,26.25,99.98,NA
2024-2025,July,16,KERALA,1610,KOTTAYAM,1083027,338.533783970985,18,19,523.550633467,4332,0,11000,604928,87358,19898,21913,4543,185.18716,2756.623442167,33476,35376,87647,132367,3,207043,289428,15332,2047.8856487,558814,57,22.64,48.3,99.99,NA
2024-2025,July,16,KERALA,1602,KANNUR,1581715,339.709367918432,16,76,849.703922885,4041,0,15919,886721,45101,8622,70144,13493,286.74597,4148.724197185,53187,55987,126243,186200,7,263631,364198,19960,3012.2743043,831834,53,38.45,33.07,99.98,NA
2024-2025,July,16,KERALA,1604,KOZHIKODE,2798836,339.005056619906,10,96,1130.953817001,4737,0,18859,690040,87922,38210,15532,4045,407.90044,3878.124749701,64892,68720,195163,309244,5,357527,530304,23596,2339.2704927,626097,41,28.2,36.27,99.97,NA
2024-2025,July,16,KERALA,1612,PATHANAMTHITTA,895471,341.813283009899,13,65,406.394386419,2084,0,8106,357620,98677,34724,10095,2131,181.70975,1810.496799119,26883,29014,66334,114996,2,162093,252463,10190,1222.3926627,317386,48,36.72,36.7,99.96,NA
2024-2025,July,16,KERALA,1614,THIRUVANANTHAPURAM,3386483,334.155716064586,14,104,1540.42833976,7385,0,23385,1603745,279408,58485,66779,7914,305.92438,7205.35830836,110889,117962,227430,342815,6,390390,554805,30770,5359.0055886,1411290,56,36.39,46.19,99.97,NA
2023-2024,Oct,16,KERALA,1604,KOZHIKODE,7143970,319.693100815093,52,200,2532.458125128,10854,0,23018,7143970,933505,40503,120607,4266,35.46334,25406.700679428,136104,149611,208691,335449,3136,361164,580308,33872,22838.7792143,6546279,37,25.51,58.02,100,NA
2023-2024,Oct,16,KERALA,1605,MALAPPURAM,3764496,317.966450332262,48,221,2263.314905798,10908,0,25629,3764496,1350179,63389,173627,5628,66.23337,14299.382579898,76897,86572,154511,249992,2273,416409,624421,36537,11969.8343041,3252048,68,32.19,37.71,100.06,NA
2022-2023,Dec,16,KERALA,1602,KANNUR,4071116,298.772308931507,46,126,6732.612764895,9049,0,19610,4071116,185517,8715,337998,13370,390.50428,19286.484317375,87515,95075,133728,197088,3128,273650,413912,28659,12163.36727248,3838183,47,82.28,79.54,100.53,NA
2022-2023,Dec,16,KERALA,1606,PALAKKAD,5763247,307.500173908909,37,217,3852.317363911,26324,0,30368,5763247,1745098,86807,764631,20680,608.15864,22182.470551711,155697,174253,218943,312842,4530,404920,564930,56692,17721.9945478,5099965,63,79.82,76.97,100.05,NA
2022-2023,Dec,16,KERALA,1608,ERNAKULAM,4061566,305.376968954309,52,145,3374.461914947,12132,0,20325,4061562,845452,36018,82855,3011,386.9645220147,16164.5013647617,77190,83914,123252,190036,5748,276019,419200,32457,12403.0749278,3694272,49,86.43,84.79,100.28,NA
2024-2025,May,16,KERALA,1614,THIRUVANANTHAPURAM,1209458,372.012864559531,5,29,1099.415278029,3208,0,24980,109406,21053,58120,4314,7847,276.19113,1782.610802629,19162,20105,226012,340391,0,388940,552515,28188,407.0043946,97412,56,31.43,34.32,100,NA
2024-2025,May,16,KERALA,1604,KOZHIKODE,999583,487.345890750744,11,10,1125.229502614,3708,0,18458,72568,13521,38582,3304,4108,391.99015,1870.876818614,6488,7398,194495,311606,1,360701,541623,22166,353.657166,58788,41,16.21,10.8,99.86,NA
2024-2025,May,16,KERALA,1605,MALAPPURAM,537148,352.369645420318,12,64,136.737010196,4706,0,18771,286057,90172,60493,11754,5574,322.42801,1467.143056796,23398,25938,139574,226883,0,421082,620035,23477,1007.9780366,233876,69,22.76,13.86,99.91,NA
2024-2025,May,16,KERALA,1607,THRISSUR,480355,337.969106921476,10,87,809.426294523,5509,0,14271,275866,93027,49819,5630,2477,327.36484,2069.132991023,26463,27691,149371,195273,3,352231,428730,19780,932.3418565,247367,51,29.87,11.15,99.94,NA
2024-2025,May,16,KERALA,1608,ERNAKULAM,459983,340.156351908191,8,16,590.405323971,6571,0,13126,103868,21476,32330,2705,2904,314.60305,1258.321973571,12413,13219,106785,163996,1,272265,385167,19697,353.3135996,89048,55,20.7,21.47,99.93,NA
2024-2025,May,16,KERALA,1605,MALAPPURAM,537148,353.339604120229,12,67,139.989997596,4961,0,18845,322118,102225,60525,12646,5574,322.42801,1600.588473596,25346,28033,139659,227024,0,421118,620039,23806,1138.170466,264082,69,22.56,13.51,99.95,NA
2024-2025,May,16,KERALA,1608,ERNAKULAM,459983,339.726495732038,8,23,590.405323971,6680,0,13145,123361,25296,32338,2963,2904,314.60305,1324.098376371,14175,15049,106813,164011,1,272145,384975,19825,419.0900024,106185,55,21.44,21.62,99.92,NA
2024-2025,May,16,KERALA,1601,KASARGOD,439752,377.457708796195,9,7,727.276994491,6011,0,11783,63914,6025,10046,14985,24082,171.01238,1139.537694491,7007,7870,103547,162764,0,177831,260586,17794,241.24832,53125,54,35.77,7.37,99.81,NA
2024-2025,May,16,KERALA,1606,PALAKKAD,748959,500.903088599092,8,22,723.548227016999,4940,0,30655,154821,58562,82897,17901,20554,358.64529,1857.696687817,19007,20573,202489,288983,0,405536,546591,35595,775.5031708,133634,65,18.72,24.12,99.82,NA
2024-2025,May,16,KERALA,1607,THRISSUR,480355,321.305315437535,10,85,809.426294523,5351,0,14364,259465,87870,49819,5501,2477,327.36484,1970.465971223,25860,27038,149353,195262,3,352820,429378,19715,833.6748367,232489,51,29.86,11.5,99.84,NA
2024-2025,May,16,KERALA,1612,PATHANAMTHITTA,319811,327.694409463148,8,34,406.349586419,1600,0,7974,137375,39889,34617,2957,2126,176.03532,1032.555101419,16169,17315,66107,114554,0,161792,252027,9574,450.170195,122309,49,35.07,36.87,99.89,NA
2024-2025,May,16,KERALA,1602,KANNUR,564899,328.017659126911,10,35,849.703922885,3552,0,15213,271450,16411,8607,25499,13433,280.5891,2020.696958585,25063,26422,125453,185077,1,263500,363978,18765,890.4039357,250913,54,28.6,31.95,99.87,NA
2024-2025,May,16,KERALA,1605,MALAPPURAM,537148,356.780569314642,12,66,139.989997596,4887,0,18823,308160,96850,60519,12400,5574,322.42801,1561.873009996,24468,27110,139645,226998,0,421087,619987,23710,1099.4550024,252123,69,22.56,13.66,99.9,NA
2024-2025,Sep,16,KERALA,1609,IDUKKI,2425005,342.593598494036,27,73,626.570079813,4631,0,12884,1974815,182557,28542,326166,24647,666.19208,8058.351931913,72335,90974,133004,241063,176,212777,364807,17515,6765.5897721,1479646,30,52.33,21.51,99.95,NA
2024-2025,Sep,16,KERALA,1603,WAYANAD,1775747,356.119147969275,38,73,581.700988103999,3036,0,9145,1900577,83303,6900,859820,47837,440.61877,7790.638377004,48886,55720,85234,146631,325,156537,257590,12181,6768.3186189,1646578,42,34.81,18.67,99.98,NA
2024-2025,Sep,16,KERALA,1606,PALAKKAD,3295419,357.625265247273,20,162,1379.447796371,7832,0,35614,2342173,735363,84008,301042,20864,958.53003,10714.180230171,116843,127499,207091,295929,43,407371,549889,43446,8376.2024038,2073566,64,31.91,35.92,99.95,NA
2024-2025,Sep,16,KERALA,1607,THRISSUR,2113553,337.842086772233,25,187,1276.912053777,8121,0,16267,1567483,500860,50288,33730,2475,848.18779,7420.717120777,62644,66068,152681,199471,78,350066,426498,24388,5295.617277,1410597,50,49.67,15.91,99.97,NA
2024-2025,Sep,16,KERALA,1603,WAYANAD,1775747,353.379096609341,39,73,584.360988103999,3044,0,9226,1957171,85703,6906,883999,47854,440.61877,7941.212957004,49185,56104,85269,146694,376,156550,257624,12270,6916.2331989,1696051,42,35.6,18.72,99.98,NA
2024-2025,Sep,16,KERALA,1604,KOZHIKODE,4398172,338.171105352817,22,170,2158.250687226,6805,0,20096,2461956,295830,38360,42688,4049,937.34772,11421.222225726,109045,117048,196660,310882,29,355048,525984,26901,8325.6238185,2246036,39,53.33,27.91,99.94,NA
2024-2025,July,16,KERALA,1604,KOZHIKODE,2798836,342.571503773677,11,127,1130.953817001,4933,0,19090,926815,114971,38205,20163,4036,407.90044,4713.858339701,79278,84092,195366,309354,6,356043,528123,24023,3175.0040827,842874,41,32.97,35.99,99.99,NA
2024-2025,July,16,KERALA,1613,KOLLAM,2523625,339.57392041737,16,230,545.819361742,4921,0,21920,1635382,334406,60855,33951,2365,328.22585,6427.375982942,100671,107951,203661,320230,17,399300,581236,26841,5553.3307712,1412560,46,40.66,38.14,100,NA
2024-2025,July,16,KERALA,1614,THIRUVANANTHAPURAM,3386483,340.024204397741,16,114,1540.42833976,7652,0,23811,1941724,338839,58547,79312,7929,315.39988,8458.15980236,119634,127467,227693,343255,11,390665,555249,31463,6602.3315826,1710999,56,38.83,44.63,99.99,NA
2024-2025,July,16,KERALA,1606,PALAKKAD,2097084,373.640418927491,12,122,733.390727016999,6162,0,32796,1087730,354859,83424,121335,20694,369.28528,5166.874935817,89616,96714,204235,291782,4,406529,548352,38958,4064.1989288,966459,65,23.6,37.32,99.97,NA
2024-2025,July,16,KERALA,1602,KANNUR,1581715,339.601782110323,17,79,849.703922885,4144,0,15960,943505,46947,8625,75915,13497,286.74597,4340.609687185,54834,57747,126323,186330,7,263605,364193,20104,3204.1597943,885122,52,39.43,33.1,100,NA
2024-2025,July,16,KERALA,1603,WAYANAD,1130025,362.443109488475,26,67,9.68788,1918,0,8597,1165182,51098,6830,529736,47368,180.24936,4413.059112,44169,49568,84494,145438,42,156194,257251,10515,4223.121872,1010527,43,27.12,17.19,100.02,NA
2024-2025,July,16,KERALA,1610,KOTTAYAM,1083027,339.404032380169,18,19,523.550633467,4333,0,11041,612906,88549,19898,22270,4544,188.69391,2792.472222167,33546,35452,87657,132382,3,207049,289439,15374,2080.2276787,566099,57,22.6,48.47,99.99,NA
2024-2025,July,16,KERALA,1612,PATHANAMTHITTA,895471,338.049583314495,13,65,406.394386419,2115,0,8132,376015,102795,34726,10616,2132,181.70975,1859.221277119,27686,29892,66362,115020,3,162098,252420,10247,1271.1171407,333422,48,37.35,36.43,99.98,NA
2024-2025,Aug,16,KERALA,1603,WAYANAD,1479793,361.89467536272,31,70,228.964770327,2001,0,9364,1467869,64370,6867,667495,47521,406.95937,5948.063892627,46425,52503,84830,145902,101,156392,257282,11365,5312.1397523,1270838,43,29.89,17.44,100,NA
2024-2025,Aug,16,KERALA,1605,MALAPPURAM,1969547,345.679630895578,25,182,445.389814896,7424,0,20385,1473350,507465,60568,67694,5488,764.02502,6302.485676696,58295,64021,142188,228840,36,419359,608887,27809,5093.0708418,1253854,67,33.12,28.2,99.98,NA
2024-2025,Aug,16,KERALA,1606,PALAKKAD,2746181,367.4328687121,14,145,737.734727016999,6403,0,34297,1536463,490105,83664,185992,20749,375.86994,6759.074744617,102561,111181,205302,293326,12,406813,548879,40700,5645.4700776,1361916,64,27.74,36.87,99.95,NA
2024-2025,May,16,KERALA,1601,KASARGOD,439752,416.33484105243,8,7,727.276994491,5915,0,11748,47091,4684,10089,11536,24059,171.01238,1094.345614491,5515,6183,103519,162914,0,177931,260999,17663,196.05624,39014,54,34.42,5.89,99.87,NA
